create table DECISIONINFO (
	DECISION_ID INT,
	USER_ID INT,
	DATE_CREATED VARCHAR2(10),
	WINNER VARCHAR2(1),
	WIN_PERCENT INT,
	COMPLETE VARCHAR2(5),
	PRIVACY VARCHAR2(7),
	STAR INT
);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (1, 69, '12/18/2017', 'A', 50, 'FALSE', 'PRIVATE', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (249, 69, '8/31/2015', 'A', 50, 'TRUE', 'PRIVATE', 0);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (250, 84, '12/1/2016', 'A', 83, 'FALSE', 'PUBLIC', 10);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (251, 72, '3/12/2017', 'B', 67, 'TRUE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (252, 78, '6/21/2018', 'B', 90, 'TRUE', 'PUBLIC', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (253, 69, '5/28/2017', 'A', 37, 'FALSE', 'PRIVATE', 13);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (254, 13, '6/28/2017', 'B', 57, 'FALSE', 'PUBLIC', 46);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (255, 28, '4/4/2017', 'B', 10, 'FALSE', 'PUBLIC', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (256, 8, '10/2/2017', 'B', 15, 'TRUE', 'PRIVATE', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (257, 57, '6/6/2016', 'B', 78, 'TRUE', 'PRIVATE', 29);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (258, 42, '9/22/2017', 'A', 44, 'TRUE', 'PUBLIC', 13);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (259, 39, '12/23/2015', 'B', 39, 'TRUE', 'PUBLIC', 43);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (260, 64, '5/12/2016', 'A', 14, 'FALSE', 'PUBLIC', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (261, 35, '12/1/2016', 'B', 44, 'TRUE', 'PRIVATE', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (262, 3, '4/8/2018', 'A', 30, 'FALSE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (263, 26, '6/7/2018', 'A', 9, 'TRUE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (264, 80, '10/22/2017', 'A', 50, 'FALSE', 'PRIVATE', 50);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (265, 15, '12/4/2016', 'A', 60, 'FALSE', 'PUBLIC', 25);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (266, 2, '11/12/2015', 'A', 30, 'FALSE', 'PUBLIC', 28);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (267, 94, '5/19/2018', 'B', 95, 'FALSE', 'PRIVATE', 25);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (268, 25, '8/2/2017', 'A', 42, 'TRUE', 'PUBLIC', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (269, 15, '7/15/2017', 'B', 87, 'TRUE', 'PUBLIC', 2);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (270, 73, '10/30/2015', 'B', 61, 'FALSE', 'PRIVATE', 29);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (271, 60, '12/12/2016', 'A', 26, 'FALSE', 'PRIVATE', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (272, 3, '11/5/2016', 'A', 28, 'TRUE', 'PUBLIC', 32);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (273, 49, '12/6/2017', 'A', 65, 'FALSE', 'PUBLIC', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (274, 88, '6/11/2016', 'B', 64, 'FALSE', 'PRIVATE', 21);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (275, 97, '4/28/2017', 'A', 43, 'FALSE', 'PUBLIC', 8);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (276, 9, '11/13/2015', 'A', 69, 'TRUE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (277, 89, '6/21/2017', 'A', 49, 'FALSE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (278, 22, '12/16/2016', 'B', 57, 'TRUE', 'PUBLIC', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (279, 84, '5/6/2016', 'A', 52, 'FALSE', 'PRIVATE', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (280, 66, '5/21/2018', 'B', 77, 'TRUE', 'PRIVATE', 34);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (281, 10, '8/25/2016', 'B', 17, 'FALSE', 'PUBLIC', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (282, 40, '6/21/2018', 'A', 22, 'FALSE', 'PUBLIC', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (283, 95, '12/27/2015', 'B', 80, 'FALSE', 'PUBLIC', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (284, 83, '2/7/2017', 'A', 65, 'FALSE', 'PUBLIC', 42);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (285, 90, '1/14/2016', 'B', 85, 'FALSE', 'PUBLIC', 6);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (286, 47, '11/22/2017', 'B', 44, 'TRUE', 'PUBLIC', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (287, 97, '9/5/2015', 'B', 96, 'TRUE', 'PRIVATE', 22);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (288, 1, '8/23/2015', 'A', 97, 'FALSE', 'PUBLIC', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (289, 7, '7/17/2017', 'B', 40, 'FALSE', 'PRIVATE', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (290, 47, '2/4/2017', 'A', 21, 'FALSE', 'PUBLIC', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (291, 60, '5/21/2016', 'B', 67, 'FALSE', 'PRIVATE', 45);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (292, 76, '5/17/2018', 'B', 28, 'TRUE', 'PRIVATE', 19);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (293, 82, '4/3/2017', 'A', 98, 'FALSE', 'PRIVATE', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (294, 32, '7/23/2016', 'A', 24, 'TRUE', 'PUBLIC', 45);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (295, 29, '8/24/2017', 'B', 38, 'FALSE', 'PUBLIC', 46);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (296, 96, '1/4/2018', 'B', 20, 'TRUE', 'PRIVATE', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (297, 57, '9/23/2016', 'A', 52, 'TRUE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (298, 92, '9/5/2016', 'B', 71, 'FALSE', 'PUBLIC', 45);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (299, 20, '7/1/2018', 'B', 57, 'TRUE', 'PRIVATE', 41);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (300, 83, '10/1/2017', 'A', 58, 'TRUE', 'PRIVATE', 3);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (301, 42, '1/25/2018', 'A', 44, 'TRUE', 'PUBLIC', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (302, 91, '4/9/2016', 'B', 24, 'TRUE', 'PUBLIC', 27);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (303, 20, '4/25/2018', 'A', 86, 'TRUE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (304, 50, '12/7/2017', 'B', 12, 'TRUE', 'PRIVATE', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (305, 21, '7/25/2016', 'A', 95, 'FALSE', 'PUBLIC', 13);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (306, 7, '8/10/2018', 'A', 71, 'TRUE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (307, 29, '7/24/2017', 'B', 5, 'TRUE', 'PRIVATE', 33);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (308, 18, '5/20/2016', 'A', 70, 'FALSE', 'PUBLIC', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (309, 2, '11/18/2015', 'B', 99, 'TRUE', 'PRIVATE', 32);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (310, 69, '9/6/2016', 'A', 78, 'FALSE', 'PUBLIC', 12);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (311, 14, '4/28/2017', 'B', 8, 'FALSE', 'PRIVATE', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (312, 90, '6/6/2018', 'A', 41, 'TRUE', 'PRIVATE', 11);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (313, 25, '5/11/2018', 'A', 34, 'FALSE', 'PRIVATE', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (314, 83, '9/10/2016', 'A', 30, 'TRUE', 'PUBLIC', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (315, 91, '4/11/2017', 'A', 24, 'FALSE', 'PUBLIC', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (316, 57, '8/26/2017', 'B', 4, 'FALSE', 'PUBLIC', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (317, 87, '5/18/2016', 'B', 78, 'TRUE', 'PUBLIC', 46);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (318, 62, '7/5/2018', 'B', 79, 'TRUE', 'PRIVATE', 38);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (319, 94, '10/18/2015', 'A', 79, 'FALSE', 'PRIVATE', 4);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (320, 17, '9/21/2015', 'B', 30, 'FALSE', 'PUBLIC', 50);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (321, 80, '3/22/2018', 'A', 57, 'FALSE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (322, 64, '11/25/2017', 'B', 10, 'FALSE', 'PUBLIC', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (323, 6, '9/13/2017', 'A', 36, 'FALSE', 'PUBLIC', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (324, 55, '11/15/2016', 'A', 74, 'FALSE', 'PRIVATE', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (325, 76, '11/24/2016', 'B', 49, 'FALSE', 'PRIVATE', 13);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (326, 16, '9/17/2017', 'B', 51, 'FALSE', 'PRIVATE', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (327, 75, '7/21/2018', 'B', 72, 'FALSE', 'PUBLIC', 46);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (328, 99, '3/8/2018', 'A', 45, 'TRUE', 'PUBLIC', 10);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (329, 85, '2/8/2017', 'B', 1, 'FALSE', 'PUBLIC', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (330, 15, '1/30/2016', 'B', 36, 'TRUE', 'PUBLIC', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (331, 78, '8/5/2017', 'B', 65, 'TRUE', 'PUBLIC', 3);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (332, 61, '9/27/2016', 'A', 87, 'FALSE', 'PRIVATE', 50);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (333, 73, '12/27/2017', 'B', 92, 'FALSE', 'PRIVATE', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (334, 81, '9/25/2016', 'B', 63, 'FALSE', 'PUBLIC', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (335, 17, '9/29/2017', 'B', 35, 'TRUE', 'PUBLIC', 41);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (336, 84, '2/14/2017', 'A', 36, 'TRUE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (337, 5, '12/13/2015', 'B', 81, 'FALSE', 'PRIVATE', 30);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (338, 91, '11/25/2015', 'B', 14, 'FALSE', 'PUBLIC', 36);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (339, 26, '11/22/2015', 'B', 73, 'FALSE', 'PUBLIC', 21);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (340, 55, '1/4/2017', 'B', 16, 'FALSE', 'PRIVATE', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (341, 29, '11/28/2015', 'A', 50, 'FALSE', 'PUBLIC', 29);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (342, 40, '1/21/2018', 'B', 86, 'FALSE', 'PRIVATE', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (343, 82, '7/28/2017', 'A', 46, 'FALSE', 'PRIVATE', 11);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (344, 49, '2/6/2016', 'B', 52, 'FALSE', 'PRIVATE', 9);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (345, 53, '6/13/2017', 'B', 39, 'FALSE', 'PUBLIC', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (346, 3, '4/8/2018', 'B', 37, 'TRUE', 'PUBLIC', 14);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (347, 80, '5/6/2016', 'A', 23, 'FALSE', 'PUBLIC', 17);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (348, 48, '7/31/2016', 'A', 26, 'TRUE', 'PRIVATE', 32);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (349, 72, '4/8/2018', 'A', 43, 'TRUE', 'PUBLIC', 26);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (350, 63, '8/23/2017', 'B', 98, 'TRUE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (351, 90, '3/1/2016', 'B', 33, 'TRUE', 'PRIVATE', 15);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (352, 81, '4/14/2018', 'B', 69, 'FALSE', 'PRIVATE', 37);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (353, 16, '11/9/2017', 'B', 19, 'FALSE', 'PRIVATE', 47);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (354, 23, '8/3/2017', 'B', 21, 'TRUE', 'PRIVATE', 31);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (355, 83, '10/24/2015', 'B', 79, 'TRUE', 'PUBLIC', 35);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (356, 48, '12/13/2017', 'B', 12, 'TRUE', 'PRIVATE', 32);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (357, 44, '5/3/2018', 'B', 27, 'FALSE', 'PUBLIC', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (358, 13, '12/5/2015', 'B', 46, 'TRUE', 'PUBLIC', 29);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (359, 4, '2/29/2016', 'B', 25, 'TRUE', 'PRIVATE', 7);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (360, 57, '1/19/2017', 'A', 48, 'TRUE', 'PUBLIC', 19);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (361, 48, '6/14/2016', 'B', 64, 'FALSE', 'PUBLIC', 10);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (362, 2, '9/20/2015', 'B', 58, 'FALSE', 'PRIVATE', 45);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (363, 25, '7/17/2017', 'B', 50, 'TRUE', 'PUBLIC', 8);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (364, 81, '1/22/2016', 'A', 67, 'FALSE', 'PRIVATE', 1);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (365, 53, '6/11/2017', 'B', 34, 'TRUE', 'PRIVATE', 22);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (366, 38, '4/24/2016', 'B', 15, 'FALSE', 'PUBLIC', 5);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (367, 36, '2/29/2016', 'A', 12, 'TRUE', 'PUBLIC', 20);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (368, 51, '11/16/2015', 'A', 6, 'FALSE', 'PUBLIC', 44);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (369, 67, '9/4/2015', 'B', 11, 'TRUE', 'PUBLIC', 24);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (370, 55, '2/8/2018', 'B', 39, 'TRUE', 'PRIVATE', 39);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (371, 88, '8/20/2017', 'B', 23, 'FALSE', 'PUBLIC', 2);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (372, 11, '6/13/2018', 'B', 54, 'TRUE', 'PUBLIC', 16);
insert into DECISIONINFO (DECISION_ID, USER_ID, DATE_CREATED, WINNER, WIN_PERCENT, COMPLETE, PRIVACY, STAR) values (373, 14, '5/4/2016', 'B', 81, 'TRUE', 'PRIVATE', 26);
